春正月，初置骥厩丞，领受郡国调马	春季，正月，首次设立骥厩丞，负责接收和饲养从各郡、国征发来的马匹
秦王坚以权翼为给事黄门侍郎，薛赞为中书侍郎，与王猛并掌机密	前秦王苻坚任命权翼为给事黄门侍郎，薛为中书侍郎，和王猛一起掌管机要事务
九月，追复太师鱼遵等官，以礼改葬，子孙存者皆随才擢叙	九月，追认恢复了太师鱼遵等人的官位，按照礼仪对他们重新加以安葬，对他们在世的子孙，全都根据才能加以提拔任用
张平据新兴、雁门、西河、太原、上党、上郡之地，壁垒三百余，夷、夏十余万户，拜置征镇，欲与燕、秦为敌国	张平占据了新兴、雁门、西河、太原、上党、上郡等地，修筑了三百多座坚营垒，有夷、汉的十万多户人家，设置了征镇官吏，要与前燕、前秦相对抗
冬，十月，平寇略秦境，秦王坚以晋公柳都督并、冀州诸军事，加并州牧，镇蒲阪以御之	冬季，十月，张平进犯秦地，前秦王苻坚让晋公苻柳总领并、冀二州各种军务，授予并州牧，镇守蒲阪，以抵御张平
十一月，癸酉，燕主俊自蓟徙都邺	十一月，癸酉，前燕国主慕容俊将都城由蓟城迁往邺城
十二月，乙巳，燕主俊入邺宫，大赦	十二月，乙巳，前燕国主慕容俊进入邺城宫殿，实行大赦
复作铜雀台	修复了铜雀台
以太常王彪之为左仆射	东晋任命太常王彪立为左仆射
秦王坚行至尚书，以文案不治，免左丞程卓官，以王猛代之	前秦王苻坚巡视到了尚书省，看见文牍案卷凌乱，便罢免了尚书左丞程卓的官职，任命王猛取代他
坚举异材，修废职，课农桑，恤困穷，礼百神，立学校，旌节义，继绝世；秦民大悦	苻坚任用贤才，整治废弛的政事，劝勉农桑，抚恤贫困，礼敬百神，设立学校，表彰节义，恢复已经断绝的世祀，前秦的百姓十分高兴
春，正月，司徒昱稽首归政；帝不许	春季，正月，司徒司马昱叩头请求归还朝政，晋穆帝不同意
初，冯鸯既以上党来降，又附于张平，又自归于燕，既而复叛燕	当初，冯鸯已将上党献给东晋，但又归附张平，不久又归附前燕，紧接着又背叛了前燕
二月，燕司徒上庸王评讨之，不克	二月，前燕司徒上庸王慕容评前往讨伐冯鸯，但没有攻克
秋，八月，豫州刺史谢奕卒	秋季，八月，东晋豫州刺史谢奕去世
奕，安之兄也	谢奕是谢安的哥哥
司徒昱以建武将军桓云代之	司徒司马昱任命建武将军桓云替代他的职位
云，温之弟也	桓云是桓温的弟弟
访于仆射王彪之，彪之曰：云非不才，然温居上流，已割天下之半，其弟复处西藩；兵权萃于一门，非深根固蒂之宜	司马昱就此去向王彪之询问意见，王彪之说：桓云不是无能的人，然而桓温已经居守长江上游，管辖着天下的一半，他的弟弟再要掌握朝廷西部藩屏的重要军职，兵权集于一家之手，这不宜于使国家根基牢固
人才非可豫量，但当令不与殿下作异者耳	人才不是可以预料的，只应当让他不与殿下怀有二心而已
昱颔之曰：君言是也	司马昱点头说道：你说得对
壬申，以吴兴太守谢万为西中郎将，监司·豫·冀·并四州诸军事、豫州刺史	壬申，任命吴兴太守谢万为西中郎将，监司、豫、冀、并四州诸军事及豫州刺史
赵之亡也，其将张平、李历、高昌皆遣使降燕，已而降晋，又降秦，各受爵位，欲中立以自固	后赵灭亡的时候，其将领张平、李历、高昌都派遣使者投降了前燕，后来又投降了东晋，不久又投降了前秦，从各国分别接受了爵位，想以中立的方式自我保全
燕主俊使司徒评讨张平于并州，司空阳鹜讨高昌于东燕，乐安王臧讨李历于濮	前燕国主慕容俊派司徒慕容评在并州讨伐张平，派司空阳鹜在东燕讨伐高昌，派乐安王慕容臧在濮城讨伐李历
阳骛攻昌别将于黎阳，不拔	阳鹜在黎阳攻打高昌另一部将的军队，没有攻破
历奔荥阳，其众皆降	李历逃奔荥阳，其兵众全部投降
并州壁垒百余降于燕，俊以右仆射悦绾为并州刺史以抚之	并州一百多座营垒都投降了前燕，慕容俊任命右仆射悦绾为并州刺史安抚他们
平所署征西将军诸葛骧等帅壁垒百三十八降于燕，俊皆复其官爵	张平统辖的征西将军诸葛骧等人率领一百三十八座营垒投降了前燕，慕容俊都恢复了他们的官职爵位
平帅众三千奔平阳，复请降于燕	张平率领三千兵众逃奔到平阳，又一次向前燕请求投降
春，二月，燕主俊立子泓为济北王，冲为中山王	春季，二月，前燕国主慕容俊立儿子慕容泓为济北王，慕容冲为中山王
燕人杀段勤，勤弟思来奔	前燕人杀了段勤，段勤的弟弟段思来投奔东晋
燕主俊宴群臣于蒲池，语及周太子晋，潸然流涕曰：才子难得	前燕国主慕容俊在蒲池宴请群臣，谈到周朝太子姬晋的时候，他潸然泪下，说：有才华的儿子难得
自景先之亡，吾鬓发中白	自从慕容晔死去以后，我鬓发已经半白
卿等谓景先何如	你们说慕容晔怎样
司徒左长史李绩对曰：献怀太子之在东宫，臣为中庶子，太子志业，敢不知之	司徒左长史李绩回答说：献怀太子慕容晔在东宫的时候，我为中庶子，太子的志向业绩，我怎敢说不清楚呢
太子大德有八：至孝，一也；聪敏，二也；沈毅，三也；疾谀喜直，四也；好学，五也；多艺，六也；谦恭，七也；好施，八也	太子的大德表现在八个方面：其一，至孝；其二，聪明敏锐；其三，沉着坚毅；其四，痛恨阿谀喜欢刚直；其五，好学；其六，多才多艺；其七，谦恭；其八，喜欢施惠于人
俊曰：卿誉之虽过，然此儿在，吾死无忧矣	慕容俊说：你的赞誉虽说有点过分，但如果此儿健在，我便死而无忧了
景茂何如	慕容怎么样
时太子侍侧，绩曰：皇太子天资岐嶷，虽八德已闻，而二阙未补，好游畋而乐丝竹，此其所以损也	当时慕容正陪从在旁边，李绩说：皇太子天资聪慧，虽然已有具备八德的声誉，但尚有两方面的缺憾未能弥补，喜欢游玩打猎和丝竹器乐，这就是导致他有所不如的原因
俊顾谓曰：伯阳之言，药石之惠也，汝宜诫之	慕容俊看着慕容说：李绩的话，是苦口良药，你应该引以为诫
甚不平	慕容却忿忿不平
秦平羌护军高离据略阳叛，永安威公侯讨之，未克而卒	前秦平羌护军高离据守略阳反叛，永安威公苻侯前往讨伐，没有攻克苻侯就死了
夏，四月，骁骑将军邓羌、秦州刺史啖铁讨平之	夏季，四月，骁骑将军邓羌、秦州刺史啖铁讨伐并平定了反叛
匈奴刘悉勿祈卒，弟卫辰杀其子而代之	匈奴刘悉勿祈去世，弟弟刘卫辰杀掉了他的儿子，取而代之
高昌不能拒燕，秋，七月，自白马奔荥阳	高昌抵抗不住前燕的攻击，秋季，七月，从白马逃奔到荥阳
泰山太守诸葛攸将水陆二万击燕，入自石门，屯于河渚	东晋泰山太守诸葛攸统率二万水兵、步兵攻击前燕，从石门进入，驻扎在黄河的小岛上
燕上庸王评、长乐太守傅颜帅步骑五万与攸战于东阿，攸兵大败	前燕上庸王慕容评、长乐太守傅颜率领五万步兵、骑兵和诸葛攸在东阿交战，诸葛攸的军队大败
秦王坚以王猛为吏部尚书，寻迁太子詹事，十一月，为左仆射，余官如故	前秦王苻坚任命王猛为吏部尚书，不久又升迁为太子詹事，十一月，任左仆射，其他官职依旧如前
十二月，封武陵王子为梁王	十二月，东晋穆帝封武陵王司马的儿子司马为梁王
大旱	发生严重旱灾
辛酉，燕主俊寝疾，谓大司马太原王恪曰：吾病必不济	辛酉，前燕国主慕容俊患病，卧床不起，他对大司马、太原王慕容恪说：我的病肯定难以好转了
今二方未平，景茂冲幼，国家多难，吾欲效宋宣公，以社稷属汝，何如	如今晋、秦二国尚未平定，慕容年幼，国家多有磨难，我想效仿宋宣公，把天下嘱托给你，如何
恪曰：太子虽幼，胜残致治之主也	慕容恪说：太子虽然年幼，但却是能遏制顽凶实现大治的君主
臣实何人，敢干正统	我其实是什么人，怎么敢当正统的君主呢
俊怒曰：兄弟之间，岂虚饰邪	慕容俊愤怒地说：兄弟之间，岂能虚伪掩饰
恪曰：陛下若以臣能荷天下之任者，岂不能辅少主乎	慕容恪说：陛下如果认为我是能够承担天下重任的人，我怎么就不能辅佐少主呢
俊喜曰：汝能为周公，吾复何忧	慕容俊高兴地说：你能做周公，我还有什么可忧虑的
李绩清方忠亮，汝善遇之	李绩行为清廉，忠诚闻名，你要很好地对待他
召吴王垂还邺	慕容俊召吴王慕容垂返回邺城
秦王坚以王猛为辅国将军、司隶校尉，居中宿卫，仆射、詹事、侍中、中书令、领选如故	前秦国王苻坚任命王猛为辅国将军、司录校尉，在宫中值宿警卫，仆射、詹事、侍中、中书令以及兼任的其他职务一如从前
猛上疏辞让，因荐散骑常侍阳平公融、光禄·散骑西河任群、处士京兆朱彤自代	王猛上疏请求辞让，并荐举散骑常侍阳平公苻融，光禄、散骑西河人任群，处士京兆人朱彤来分别替代自己的这些兼职，苻坚没有同意，而是任命苻融为侍中、中书监、左仆射，任命任群为光禄大夫，兼领太子家令，任命朱彤为尚书侍郎，兼领太子庶子
坚不许，而以融为侍中、中书监、左仆射，任群为光禄大夫、领太子家令，朱彤为尚书侍郎、领太子庶子	王猛时年三十六岁，一年中五次升迁，权势显赫压倒朝廷内外
猛时年三十六，岁中五迁，权倾内外；人有毁之者，坚辄罪之，于是群臣莫敢复言	有诋毁他的人，苻坚就以罪处置，于是群臣没有谁再敢说三道四
以左仆射李威领护军；右仆射梁平老为使持节、都督北垂诸军事、镇北大将军，戍朔方之西；丞相司马贾雍为云中护军，戍云中之南	苻坚任命左仆射李威兼任护军，右仆射梁平老为使持节、都督北垂诸军事、镇北大将军，戍守朔方以西地区，丞相司马贾雍为云中护军，戍守云中以南地区
秦王坚分司、隶置雍州，以河南公双为都督雍·河·凉三州诸军事、征西大将军、雍州剌史，改封赵公，镇安定	前秦王苻坚分司隶之地设置雍州，任命河南公苻双为都督雍、河、凉三州诸军事，征西大将军，雍州刺史，并将他改封为赵公，镇守安定
封弟忠为河南公	封弟弟苻忠为河南公
仇池公杨俊卒，子世立	仇池公杨俊去世，儿子杨世继位
匈奴刘卫辰遣使降秦，请田内地，春来秋返；秦王坚许之	匈奴刘卫辰派使者向前秦投降，请求在内地划给他们农田耕种，春天来秋天走，前秦王苻坚同意了
夏，四月，云中护军贾雍遣司马徐帅骑袭之，大获而还	夏季，四月，云中护军贾雍派司马徐率领骑兵袭击刘卫辰，满载而返
坚怒曰：朕方以恩信怀戎狄，而汝贪小利以败之，何也	苻坚愤怒地说：朕正在以恩信安抚戎狄，而你却贪图小利而败坏了事情，为什么呢
黜雍以白衣领职，遣使还其所获，慰抚之	于是废黜贾雍，让他以布衣百姓的身分兼领职务，派使者将他所掠获的财物送还了刘卫辰，并对他加以抚慰
卫辰于是入居塞内，贡献相寻	刘卫辰从此进入关内定居，经常向前秦进献贡奉
八月，辛丑朔，日有食之，既	八月，辛丑朔，出现日全食
冬，十月，乌桓独孤部、鲜卑没奕干各帅众数万降秦，秦王坚处之塞南	冬季，十月，乌桓的独孤部、鲜卑的没奕干各自率领数万部众投降了前秦，前秦王苻坚把他们安置在塞南地区
阳平公融谏曰：戎狄人面兽心，不知仁义	阳平公苻融劝苻坚说：戎狄人面兽心，不懂仁义
其稽颡内附，实贪地利，非怀德也；不敢犯边，实惮兵威，非感恩也	他们叩首归附，实际上是贪图地利，并不是向往仁德；他们不敢侵犯边境，实际上是害怕军队的威势，并不是感激恩情
今处之塞内，与民杂居，彼窥郡县虚实，必为边患，不如徙之塞外以防未然	如今把他们安排在塞内地区与我们的百姓混住杂居，等窥探清郡县的虚实后，一定会成为边境之地的祸患，不如把他们迁徙到塞外，以防患于未然
坚从之	苻坚听从了这一劝告
十一月，封桓温为南郡公，温弟冲为丰城县公，子济为临贺县公	十一月，东晋封桓温为南郡公，封桓温的弟弟桓冲为丰城县公，桓温的儿子桓济为临贺县公
燕太宰恪欲以李绩为右仆射，燕主不许	前燕太宰慕容恪想任命李绩为右仆射，前燕国主慕容不同意
恪屡以为请，曰：万机之事，皆委之叔父；伯阳一人，请独载	慕容恪多次请求，慕容说：国家各种事务，全都交给叔父处理，只有李绩一人的事情，我请求独自裁断
出为章武太守，以忧卒	于是把李绩调出朝廷，任章武太守，李绩忧郁而死
春，正月，戊戌，大赦	春季，正月，戊戌，东晋实行大赦
刘卫辰掠秦边民五十余口为奴婢以献于秦；秦王坚责之，使归所掠	刘卫辰掳掠了前秦的边境居民五十多人作为奴婢，进献给了前秦，前秦王苻坚责备他，让他把掳掠的百姓放回去
