春，正月，甲申，魏主备法驾，诣道坛受符，旗帜尽青	春季，正月，甲申，北魏国主拓跋焘备好车驾，打着全青色的旗帜来到道教神坛前接受符
北魏的太师鲁郡王元肃去世	丙辰，南平元襄王伟卒
丙辰，梁朝的南平元襄王萧伟去世	丁巳，魏以赵郡王谌为太尉，南阳王宝炬为太保
九月，癸酉，北魏的丞相高欢上书请求让掉自己的王爵，孝武帝没有允许；高欢又请求将自己封地里的十万户人家作为奖赏，分赏给从信都跟他起义讨伐尔朱氏有功勋的人，孝武帝答应了	冬，十月，庚申，以尚书右仆射何敬容为左仆射，吏部尚书谢举为右仆射
冬季，十月，庚申，梁武帝任命尚书右仆射何敬容为左仆射，吏部尚书谢举为右仆射	十一月，癸巳，魏以殷州刺史中山邸珍为徐州大都督、东道行台、仆射，以讨下邳
十一月，癸巳，北魏任命殷州刺史中山人邸珍为徐州大都督、东道行台、仆射，派他来讨伐下邳	十二月，丁巳，魏主狩于嵩高，己巳，幸温汤，丁丑，还宫
春季，正月壬辰，北魏的丞相高欢在五原河西部地区袭击了纥豆陵伊利，抓住了他，并且将他的部落迁移到五原河以东地区	魏东梁州民夷作乱，二月，诏以行东雍州事丰阳泉企讨平之
北魏孝武帝责难高欢说道：纥豆陵伊利既没有入侵，也没有叛变，是我们魏国忠贞的臣子，您突然讨伐他，难道有一个使者事先来请示过吗	企世为商、洛豪族，魏世祖以其曾祖景言为本县令，封丹水侯，使其子孙袭之
壬戌，北魏大赦天下	癸亥，上耕藉田；大赦
癸亥，梁武帝在籍田耕作，同时大赦天下	魏永宁浮图灾，观者皆哭，声振城阙
十二月，西魏丞相宇文泰派遣仪同李虎、李弼、赵贵在灵州袭击了曹泥	闰月，元庆和克濑乡而据之
春季，正月，戊申朔，梁武帝下令大赦天下，改年号为大同	是日，魏文帝即位于城西，大赦，改元大统，追尊父京兆王为文景皇帝，妣杨氏为皇后
己酉，西魏提升丞相略阳公宇文泰为都督中外诸军、录尚书事、大行台，还封他为安定王	乙卯，魏主立妃乙弗氏为皇后，子钦为皇太子
宇文泰坚决推辞掉王爵与录尚书的职务，西魏文帝就封他为安定公，还任命斛斯椿为太保、广平王元赞为司徒	后仁恕节俭，不妒忌，帝甚重之
乙卯，西魏文帝把他的妃子乙弗氏立为皇后，儿子元钦立为皇太子	稽胡刘蠡升，自孝昌以来，自称天子，改元神嘉，居云阳谷；魏之边境常被其患，谓之胡荒
皇后仁爱宽厚，勤俭节约，从不妒忌，文帝非常敬重她	壬戌，东魏丞相欢袭击，大破之
甲子，西魏任命广陵王元欣为太傅，仪同三司万俟寿洛干为司空	己巳，东魏以丞相欢为相国，假黄铖，殊礼；固辞
二月，辛巳，梁武帝在明堂举行祭祀典礼	壬午，东魏以咸阳王坦为太傅，西河王为太尉
壬午，东魏任命咸阳王元坦为太傅，西河王元为太尉	东魏使尚书右仆射高隆之发十万夫撤洛阳宫殿，运其材入邺
东魏指派尚书右仆射高隆之征调十万民工拆除洛阳的宫殿，将拆下的材料运到邺城	丁亥，上耕藉田
戊戌，梁朝司州刺史陈庆之讨伐东魏，与东魏豫州刺史尧雄交战，失利后返回	三月，辛酉，东魏以高盛为太尉，高敖曹为司徒，济阴王晖业为司空
梁朝的元庆和攻打东魏的城父城，东魏丞相高欢派遣高敖曹统率三万人马赶往项县，窦泰统率三万人赶往城父城，侯景统率三万人马赶往彭城，又任命任祥为东南道行台仆射，统一指挥管辖这几支军队	五月，魏加丞相泰柱国
东魏派遣行台元晏袭击梁朝的元庆和	或告东魏司空济阴王晖业与七兵尚书薛贰于魏，八月，辛卯，执送晋阳，皆免官
九月，丁巳，东魏任命开府仪同三司襄城王元旭为司空	冬，十月，魏太师上党文宣王长孙稚卒
冬季，十月，西魏的太师上党文宣王长孙稚去世	魏秦州刺史王超世，丞相泰之内兄也，骄而黩货，泰奏请加法，诏赐死
十二月，甲午，东魏根据文武百官承担事务的轻重，给予相应的俸禄	魏以念贤为太傅，河州刺史梁景睿为太尉
春季，正月辛亥，西魏文帝在南郊祭天，改以神元皇帝配享	甲子，东魏丞相欢自将万骑袭魏夏州，身不火食，四日而至，缚为梯，夜入其城，擒刺史斛拔俄弥突，因而用之，留都督张琼将兵镇守，迁其部落五千户以归
甲寅，东魏任命华山王元鸷为大司马	魏以凉州刺史李叔仁为司徒，万俟洛为太宰
西魏任命凉州史李叔仁为司徒，万俟洛为太宰	夏，四月，乙未，以骠骑大将军、开府同三司之仪元法僧为太尉
戊辰，东魏的高盛去世	魏越勒肱卒
西魏的越勒肱去世	魏秦州刺史万俟普与其子太宰洛、豳州刺史叱干宝乐、右卫将军破六韩常及督将三百人奔东魏，丞相泰轻骑追之，至河北千余里，不及而还
西魏的秦州刺史万俟普与他担任太宰的儿子万俟洛、豳州的刺史叱干宝乐、右卫将军破六韩常以及他们所督率的将领三百人一起投奔了东魏，丞相宇文泰带着轻装的骑兵追赶，一直追到黄河以北一千多里的地方，但是没有追上，只好返回	秋七月，庚子，东魏大赦
九月，壬寅，东魏任命定州刺史侯景兼任尚书右仆射、南道行台，督率各位将领侵犯梁朝	魏以扶风王孚为司徒，斛斯椿为太傅
西魏又重新改为尊始祖神元皇帝为太祖，道武皇帝为烈祖	十二月，东魏以并州刺史尉景为太保
十二月，东魏任命并州刺史尉景为太保	壬申，东魏遣使请和，上许之
壬申，东魏派遣使者去梁朝求和，梁武帝答应了	东魏清河文宣王卒
东魏的清河文宣王元去世	丁丑，东魏丞相欢督诸军伐魏，遣司徒高敖曹趣上洛，大都督窦泰趣潼关
丁丑，东魏的丞相高欢督率各路军队讨伐西魏，派遣司徒高敖曹前往上洛，大都督窦泰前往潼关	癸未，东魏以咸阳王坦为太师
癸未，东魏任命咸阳王元坦为太师	是岁，魏关中大饥，人相食，死者什七八
这一年，西魏的关中地区发生了大饥荒，出现了人吃人的现象，每十人之中就七八个死去	春，正月，上祀南郊，大赦
二月，丁亥，梁武帝在藉田耕作	己丑，以尚书左仆射何敬容为中权将军，护军将军萧渊藻为左仆射，右仆射谢举为右光禄大夫
己丑，梁武帝任命尚书左仆射何敬容为中权将军，护军将军萧渊藻为左仆射，右仆射谢举为右光禄大夫	魏槐里获神玺，大赦
西魏的槐里县得到一块神玺，文帝下令大赦天下	三月，辛未，东魏迁七帝神主入新庙，大赦
三月，辛未，东魏将七位已故皇帝的灵位移进了新庙，大赦天下	魏斛斯椿卒
西魏的斛斯椿去世	夏，五月，魏以广陵王欣为太宰，贺拔胜为太师
夏季，五月，西魏任命广陵王元欣为太宰，贺拔胜为太师	六月，魏以扶风王孚为太保，梁景睿为太傅，广平王赞为太尉，开府仪同三司武川王盟为司空
东魏的丞相高欢游玩汾阳的天池时，得到了一块奇异的石头，隐隐约约形成文字六王三川	东魏遣兼散骑常侍李谐来聘，以吏部郎卢元明、通直侍郎李业兴副之
他向行台郎中阳休之询问其意，阳休之回答说：六是指大王您的表字；王的意思是应该统治天下	谐，平之孙；元明，旭之子也
河、洛、伊是三条河流，泾、渭、洛也是三条河流	秋，七月，谐等至建康，上引见，与语，应对如流
大王您要是接受上天赋予你的使命，终究应该拥有关、洛的大片土地	谐等出，上目送之，谓左右曰：朕今日遇敌
高欢听后说道：世上的人们在没事的时候，都常常说我要谋反，何况听了这番话之后	卿辈尝言北间全无人物，此等何自而来
请你慎重些，不要胡说	是时邺下言风流者，以谐及陇西李神俊、范阳卢元明、北海王元景、弘农杨遵彦、清河崔赡为首
阳休之是阳固之子	神俊名挺，宝之孙；元景名昕，宪之曾孙也；皆以字行
行台郎中中山人杜弼乘机劝说高欢接受禅让，高欢举起棒子打跑了他	赡，之子也
西魏的宇文深劝说丞相宇文泰夺取恒农，八月，丁丑，宇文泰统率李弼等十二位将领讨伐东魏，任命北雍州刺史丁谨担任先锋，攻打并占领了盘豆	上修长干寺阿育王塔，出佛爪发舍利
戊子，攻下了该城，捉住了东魏的陕州刺史李徽伯，俘虏了他的八千名士兵	辛卯，上幸寺，设无碍食，大赦
丙子，东魏任命骠骑大将军、仪同三司万俟普为太尉	司农张乐皋等聘于东魏
梁朝司农张乐皋等人到东魏聘问	十二月，魏行台杨白驹与东魏阳州刺史段粲战于蓼坞，魏师败绩
东魏大都督善无人贺拔仁攻打西魏南汾州，南汾州刺史韦子粲向贺拔仁投降，西魏丞相宇文泰听到这一消息后，屠杀了韦子粲的全部家族	初，柔然头兵可汗始得返国，事魏尽礼
东魏大行台侯景等人在虎牢整顿部队，准备收复黄河以南的各州，看到势头不对，西魏的梁迥、韦孝宽、赵继宗都放弃他们所守的城跑回西部地区	及永安以后，雄据北方，礼渐骄倨，虽信使不绝，不复称臣
侯景攻打广州，没有取得成功，他听说西魏的救兵将要赶到，就召集全体将领一道商议对策	头兵尝至洛阳，心慕中国，乃置侍中、黄门等官；后得魏汝阳王典签淳于覃，亲宠任事，以为秘书监，使典文翰
兼管洛州事务的卢勇请求去前方观察形势，在征得侯景同意后，他便带领一百名骑兵来到大隗山，在这里，他们遇上了西魏的部队	及两魏分裂，头兵转不逊，数为边患
当时已是黄昏时刻，卢勇叫人在树木的顶端插上许多旗帜，表示兵力很多，等到夜里，他把手下的骑兵分成十队，大家吹着号角直向前冲去，抓获了西魏的仪同三司程华，杀死了仪同三司王征蛮，然后返回	魏丞相泰以新都关中，方有事山东，欲结婚以抚之，以舍人元翌女为化政公主，妻头兵弟塔寒
广州的守将骆超于是打开城门向东魏投降，东魏的丞相高欢下令让卢勇再兼管广州的事务	又言于魏主，请废乙弗后，纳头兵之女
卢勇是卢辩的堂弟	甲辰，以乙弗后为尼，使扶风王孚迎头兵女为后
从此，南汾、颖、豫、广这四个州重新划入东魏的版图	头兵遂留东魏使者元整，不报其使
五月，甲戌，东魏派遣兼散骑常侍郑伯猷到梁朝聘问	秋，七月，东魏荆州刺史王则寇淮南
秋季，七月，东魏荆州刺史王则侵犯淮河以南地区	癸亥，诏以东冶徒李胤之得如来舍利，大赦
东魏的大都督贺拔仁袭击并消灭了邢磨纳、卢仲礼等人的兵马	冬，十月，魏归高敖曹、窦泰、莫多娄贷文之首于东魏
冬季，十月，西魏将高敖曹、窦泰、莫多娄贷文的头颅归还给东魏	散骑常侍刘孝仪等聘于东魏
东魏以高澄摄吏部尚书，始改崔亮年劳之制，铨擢贤能；又沙汰尚书郎，妙选人地以充之	东魏委任高澄代理吏部尚书的职务，他开始改变崔亮制定的按待选年限提拔官员的制度，根据品德与才能提拔官职，又淘汰原有的尚书郎，精选出门第才能合适的人来充当
凡才名之士，虽未荐擢，皆引致门下，与之游宴、讲论、赋诗，士大夫以是称之	凡是有才能与声望的人士，即使没有推荐提拔，他娨捕及阉钦兄碌阶约旱拿畔拢胨且坏烙未σ疲倒诺澜瘢词鞲常士族官员因此都称赞他
丁巳，御史中丞参礼仪事贺琛奏：南、北二郊及藉田，往还并宜御辇，不复乘辂	丁巳，梁朝御史中丞参礼仪事贺琛向梁武帝递上奏折，建议：皇上往返都城南郊、北郊以及去藉田举行耕种仪式时，应该都乘坐辇而不应乘坐马车
诏从之，祀宗庙仍乘玉辇	梁武帝同意了，去祭祀宗庙时仍旧乘坐玉辇
琛，之弟子也	贺琛是贺的侄子
辛酉，东魏以尚书令孙腾为司徒	辛酉，东魏任命尚书令孙腾为司徒
辛未，上祀南郊	辛未，梁武帝在南郊祭天
魏丞相泰于行台置学，取丞郎、府佐德行明敏者充学生，悉令旦治公务，晚就讲习	西魏丞相宇文泰在行台设置了学堂，选拔丞郎、府佐中品德出众、思想灵敏的人充当学生，命令他们全都在白天处理公务，晚上去学堂听讲习
东魏丞相欢，以徐州刺史房谟、广平太守羊敦、广宗太守窦瑗、平原太守许有政绩清能，与诸刺史书，褒称谟等以劝之	东魏丞相高欢认为徐州刺史房谟、广平太守羊敦、广宗太守窦瑗、平原太守许政绩显著，廉洁而有能力，特地向各州刺史去信，信中表扬了房谟等人，以便对他们进行鼓励
夏，五月，甲戌，东魏立丞相欢女为皇后；乙亥，大赦	夏季，五月，甲戌，大赦天下
魏以开府仪同三司李弼为司空	西魏任用仪同三司李弼为司空
秋，七月，以扶风王孚为太尉	秋季，七月，又任用扶风王元孚为太尉
九月，甲子，东魏发畿内十万人城邺，四十日罢	九月，甲子，东魏征调了京畿内十万人修筑邺城，四十天完工
冬，十月，癸亥，以新宫成，大赦，改元兴和	冬季，十月癸亥，由于新的宫殿建成，孝静帝下令大赦天下，并改年号为兴和
魏置纸笔于阳武门外以求得失	西魏在阳武门外放置了纸与笔，让人们评论朝廷政治的得失
