初命晋大夫魏斯、赵籍、韩虔为诸侯	周威烈王姬午初次分封晋国大夫魏斯、赵籍、韩虔为诸侯国君
嚣将行，方望以更始成败未可知，固止之；嚣不听，望以书辞谢而去	隗嚣将要出发，方望因为刘玄成败尚不可知道，坚决地制止他，隗嚣不听他的建议，方望留下一封书信，告辞而去
嚣等至长安，更始以嚣为右将军，崔、义皆即旧号	隗嚣等到达长安，刘玄任命隗嚣当右将军，对隗崔、隗义都按旧有的称号赐封
耿况遣其子奉奏诣长安，时年二十一	耿况派遣他的儿子耿带着上呈奏章到长安，耿当时二十一岁
行至宋子，会王郎起，从吏孙仓、卫包曰：刘子舆，成帝正统；舍此不归，远行安之	走到宋子，正值王郎起事，耿的从官孙仓、卫包说：刘子舆乃是汉成帝一脉相传的嫡子，舍弃他不归附，远行到哪里去
按剑曰：子舆弊贼，卒为降虏耳	耿用手握着剑柄说：刘子舆是个欺骗蒙混的贼子，最终要成为投降的俘虏
我至长安，与国家陈上谷、渔阳兵马，归发突骑，以辚乌合之众，如摧枯折腐耳	我到长安，向朝廷叙说上谷郡和渔阳郡的兵马状况，回去后征发能冲突军队的骑兵，用来践踏那些乌合之众，犹如摧枯拉朽一般
观公等不识去就，族灭不久也	看你等没有择主而从的眼光，灭族之祸不远了
仓、包遂亡，降王郎	孙仓、卫包于是逃亡，投降了王郎
蓟中之乱，耿与刘秀相失，北走昌平，就其父况，因说况击邯郸	蓟中之乱时，耿与刘秀失散，向北逃到昌平，回到他父亲耿况那里，趁机劝说耿况攻击邯郸
时王郎遣将徇渔阳、上谷，急发其兵，北州疑惑，多欲从之	而这时候，王郎派出的将领，正在渔阳、上谷夺取土地，并紧急征调那里的部队，北方沿边郡县疑惑，但多数都打算服从
上谷功曹寇恂、门下掾闵业说况曰：邯郸拔起，难可信向	上谷郡功曹寇恂、门下掾闵业向耿况建议说：邯郸仓猝崛起，前途难测
大司马，刘伯升母弟，尊贤下士，可以归之	而大司马刘秀，是刘的亲弟弟，礼贤下士，我们可以归附他
况曰：邯郸方盛，力不能独拒，如何	耿况说：邯郸的势力正兴盛，我们不能单独抵抗，应该怎么办
对曰：今上谷完实，控弦万骑，可以详择去就	寇恂说：现在上谷郡完好充实，拥有射箭骑兵一万人，可以认真选择自己的前途
恂请东约渔阳，齐心合众，邯郸不足图也	我愿意前往东方的渔阳，与彭宠约定，同心合力，就用不着把邯郸放在心上
况然之，遣恂东约彭宠，欲各发突骑二千匹、步兵千人诣大司马秀	耿况同意，派寇恂东行进见彭宠，互相约定，打算每郡出动骑兵突击队两千人、步兵一千人，到大司马刘秀那里去支援他
冬，更始遣中郎将归德侯飒、大司马护军陈遵使匈奴，授单于汉旧制玺绶，因送云、当余亲属、贵人、从者还匈奴	冬季，刘玄派中郎将归德侯刘飒、大司马护军陈遵出使匈奴，向单于颁发与汉朝旧制相同的印信，并就此把栾提云与他丈夫须卜当剩下的亲属、贵族、随从送回匈奴
单于舆骄，谓遵、飒曰：匈奴本与汉为兄弟；匈奴中乱，孝宣皇帝辅立呼韩邪单于，故称臣以尊汉	匈奴单于栾提舆态度傲慢，对陈遵、刘飒说：匈奴与汉朝本来是兄弟，匈奴中期发生内乱，孝宣皇帝帮助立呼韩邪单于，所以匈奴称臣，以尊敬汉朝
今汉亦大乱，为王莽所篡，匈奴亦出兵击莽，空其边境，令天下骚动思汉；莽卒以败而汉复兴，亦我力也，当复尊我	而今汉朝也有大乱，被王莽所篡夺，匈奴也曾出兵攻击王莽，使边境荡然一空，引起天下骚动，产生人心思汉的后果，王莽最终失败，汉王朝复兴，这也是靠我们匈奴的力量，汉朝应该反过来尊我
遵与相拒，单于终持此言	陈遵守住立场，进行辩驳，但单于始终坚持他的这种观点
人秦丰起兵于黎丘，攻得、宜城等十余县，有众万人，自号楚黎王	人秦丰在黎丘起兵，攻陷县、宜城等十余县，有部众一万人，自称楚黎王
汝南田戎攻陷夷陵，自称扫地大将军；转寇郡县，众数万人	汝南人田戎攻陷夷陵，自称扫地大将军，转战劫掠各郡县，有部众数万人
春，正月，方望与安陵人弓林共立前定安公婴为天子，聚党数千人，居临泾	春季，正月，方望和安陵人弓林共同拥立前定安公刘婴当皇帝，聚集党徒数千人，占据临泾
更始遣丞相松等击破，皆斩之	更始皇帝刘玄派遣丞相李松讨伐方望等，将他们全部斩杀
邓禹至箕关，击破河东都尉，进围安邑	邓禹的军队进抵箕关，打败了河东郡都尉的军队，进军包围了安邑县
赤眉二部俱会弘农	赤眉军的两支队伍在弘农会师
更始遣讨难将军苏茂拒之；茂军大败	更始皇帝刘玄派遣讨难将军苏茂抵挡，苏茂的军队大败
赤眉众遂大集，乃分万人为一营，凡三十营	赤眉军于是大为集结，分成一万人为一营，共计三十营
三月，更始遣丞相松与赤眉战于乡，松等大败，死者三万余人；赤眉遂转北至湖	三月，刘玄派遣丞相李松同赤眉军在乡展开大战，李松等大败，死三万余人，于是赤眉军向北推进到湖城
李松自引兵还，从更始与赵萌共攻王匡、张于长安	更始朝宰相李松从城领兵返回，跟从刘玄与赵萌一同进攻王匡、张，战于长安
连战月余，匡等败走，更始徙居长信宫	一连打了一个多月，王匡等败逃，刘玄迁居到长信宫
上遣岑彭击荆州群贼，下、叶等十余城	刘秀派岑彭攻打荆州一带的众贼军，攻下、叶等十余城
十一月，甲午，上幸怀	十一月甲午，刘秀到达怀地
梁王永称帝于睢阳	梁王刘永在睢阳称帝
十二月，丙戌，上还洛阳	十二月丙戌，刘秀返回洛阳
初，更始以王闳为琅邪太守，张步据群拒之	当初，刘玄任命王闳当琅邪太守，张步占据琅邪郡抗拒王闳
闳谕降，得赣榆等六县；收兵与步战，不胜	王闳劝谕招降，先后获取赣榆等六个县
步既受刘永官号，治兵于剧，遣将徇泰山、东莱、城阳、胶东、北海、济南、齐郡，皆下之	他聚集兵力同张步作战，不能取胜
闳力不敌，乃诣步相见	张步接受了刘永任命的官职以后，就在剧县训练军队，派出将领攻打泰山、东莱、城阳、胶东、北海、济南、齐郡，全部陷落
步大陈兵而见之，怒曰：步有何罪，君前见攻之甚	王闳的力量不能和他对抗，于是到张步的驻地见张步
闳按剑曰：太守奉朝命，而文公拥兵相拒	张步安排大军列队，迎见王闳，发怒说：我有什么罪，你先前攻打我那么厉害
闳攻贼耳，何谓甚邪	王闳手按着剑柄说：我奉朝廷的命令到任，而阁下领兵抗拒，我只是攻打贼寇罢了，叫做厉害呢
步起跪谢，与之宴饮，待为上宾，令闳关掌郡事	张步起身跪拜谢罪，设宴和王闳一起喝酒，待他为尊贵的客人，并由他掌管本郡事务
春，正月，甲子朔，日有食之	春季，正月，甲子朔，出现日食
二月，己酉，车驾幸武	二月己酉，刘秀前往武
辛卯，上还洛阳	辛卯，刘秀返回洛阳
三月，乙未，大赦	三月乙未，刘秀实行大赦
五月，庚辰，封族父歙为泗水王	五月庚辰，刘秀封族父刘歙为泗水王
丙午，封泗水王子终为淄川王	丙午，刘秀封泗水王的儿子刘终为淄川王
吴汉徇南阳诸县，所过多侵暴	吴汉夺取南阳各县，在经过的地方，多有侵暴行为
破虏将军邓奉谒归新野，怒汉掠其乡里，遂反，击破汉军，屯据阳，与诸贼合从	破虏将军邓奉请求回新野省亲，他对吴汉抢劫他的乡里十分愤怒，于是叛变，击溃吴汉的军队，在阳屯据，同各路贼寇联合起来
九月，壬戌，帝自内黄还	九月壬戌，刘秀从内黄返回洛阳
冬，十一月，以廷尉岑彭为征南大将军	冬季，十一月，刘秀任命廷尉岑彭当征南大将军
帝于大会中指王常谓群臣曰：此家率下江诸将辅翼汉室，心如金石，真忠臣也	刘秀在大会群臣时，指着王常对群臣说：此人率领下江将领辅佐保卫汉朝，心像金石一般坚硬，真是忠臣呵
即日，拜常为汉忠将军，使与岑彭率建义大将军朱祜等七将军讨邓奉、董	当天，任命王常为汉忠将军，派他和岑彭率领建义大将军朱祜等七位将军征讨邓奉、董
彭等先击堵乡，邓奉救之	岑彭等先攻打堵乡的董，邓奉出兵援救董
朱祜军败，为奉所获	朱祜战败，被邓奉俘获
铜马、青犊、尤来余贼共立孙登为天子	铜马、青犊、尤来等贼军残部共同拥立孙登当皇帝
登将乐玄杀登，以其众五万余人降	孙登的部将乐玄杀死孙登，率领部众五万多人投降刘秀
十二月，戊午，诏宗室列侯为王莽所绝者，皆复故国	十二月戊午，刘秀发布诏令：凡被王莽新朝废除的刘氏皇族列侯，全都恢复原来的封国
壬午，大赦	壬午，大赦天下
帝幸怀	刘秀到达怀县
吴汉率耿、盖延击青犊于轵西，大破降之	吴汉率领耿、盖延在轵县西攻打青犊军，大破青犊军并使之归降
三月，壬寅，以司直伏湛为大司徒	三月壬寅，刘秀提拔司直伏湛当大司徒
乙卯晦，日有食之	乙卯晦，出现日食
六月，壬戌，大赦	六月壬戌，大赦天下
冬，十月，壬申，上幸舂陵，祠园庙	冬季，十月壬申，刘秀到达故乡舂陵，祭祀祖先的陵园祭庙
耿从容言于帝，自请北收上谷兵未发者，定彭宠于渔阳，取张丰于涿郡，还收富平、获索，东攻张步，以平齐地	耿从容地向刘秀说，他请求北上招收上谷郡还没有调动的士兵，在渔阳铲除彭宠，在涿郡打败张丰；返回洛阳时消灭富平、获索军；向东攻击张步，从而平定齐地
帝壮其意，许之	刘秀认为他很有雄心壮志，答应了他的要求
十一月，乙未，帝还自舂陵	十一月乙未，刘秀从舂陵返回
是岁，李宪称帝，置百官，拥九城，众十余万	这一年，李宪在庐江称帝，设置百官，拥有九座城，部众十余万人
正月，甲申，大赦	正月甲申，刘秀实行大赦
六月，辛亥，车驾还宫	六月辛亥，刘秀返回洛阳
太傅卓茂薨	太傅卓茂去世
泰山豪杰多与张步连兵	泰山郡的豪强大多和张步的军队联合
吴汉荐强弩大将军陈俊为泰山太守，击破步兵，遂定泰山	吴汉举荐强弩大将军陈俊做泰山太守，击败张步的军队，因而平定了泰山郡
春，正月，癸巳，车驾还宫	春季，正月癸巳，刘秀回到洛阳
二月，丙午，大赦	二月丙午，刘秀实行大赦
乙丑，上行幸魏郡	乙丑，刘秀前往魏郡
帝使光禄大夫樊宏持节迎耿况于上谷，曰：边郡寒苦，不足久居	刘秀命光禄大夫樊宏持符节在上谷郡迎接耿况，说：边疆郡县，寒冷贫穷，不能长期居住
况至京师，赐甲第，奉朝请，封牟平侯	耿况到达洛阳，被赐予上等住宅，有权参加朝会封他为牟平侯
平敌将军庞萌，为人逊顺，帝信爱之，常称曰：可以托六尺之孤，寄百里之命者，庞萌是也	平敌将军庞萌为人谦逊和顺，刘秀信任并喜爱他，常常称赞他说：可以托付六尺高的孤儿，托付一县百里土地的是庞萌
使与盖延共击董宪	派他和盖延共同攻打董宪
时诏书独下延而不及萌，萌以为延谮己，自疑，遂反袭延军，破之；与董宪连和，自号东平王，屯桃乡之北	当时诏书只颁给盖延而没有颁给庞萌，庞萌以为是盖延在刘秀面前说了自己的坏话，起了疑心，于是叛变，袭击盖延军，打败盖延和董宪联合起来，自称东平王，在桃乡以北驻扎军队
帝闻之，大怒，自将讨萌，与诸将书曰：吾尝以庞萌为社稷之臣，将军得无笑其言乎	刘秀听到庞萌叛变的消息，大怒，亲率军队讨伐庞萌，他给将领们写信说：我曾经以为庞萌是可以把国家托付给他的重臣，将军们恐怕要笑我说的话吧
老贼当族，其各厉兵马，会睢阳	庞萌这个老贼应当灭族，你们加紧操练军队，在睢阳会师
夏，四月，旱，蝗	夏季，四月，天旱，出现蝗灾
冬，十月，帝幸鲁	冬季，十月，刘秀到达鲁城
十一月，大司徒伏湛免，以侯霸为大司徒	十一月，免去大司徒伏湛的职务，任命侯霸当大司徒
